,Initial Solution,Moves,OFIS,OFFS,OF_Diff,Improvement,Label
32927,D0 C93 C5 C75 C1 C99 C100 C97 C92 C94 C95 C98 D0 D0 C20 C27 C22 D0 D0 C48 C43 C41 C42 C45 C50 C47 D0 D0 C67 C69 C66 C64 C61 C62 C74 C63 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C33 S11 D0 D0 C65 C49 C55 C59 C54 C53 C57 D0 D0 C88 C84 C3 C4 C89 C91 C90 C87 C77 S1 C86 D0 D0 C6 C52 D0 D0 C21 C46 D0 D0 C96 C78 C85 D0 D0 C7 C2 C13 C19 C14 C12 S7 C8 D0 D0 C44 C40 C58 C56 C60 C35 C37 S9 C30 D0 D0 C32 S11 C51 C68 C79 S20 D0 D0 C83 C82 C81 C73 C70 C71 S20 D0 D0 C31 S11 C76 S20 D0 D0 C18 C39 S12 C38 D0 D0 C72 S19 D0 D0 C15 C16 C17 S12 C34 C29 C24 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",22688.21748,22684.28796,3.929520949,Little,2
32977,D0 C93 C5 C75 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C24 C27 C22 D0 D0 C43 C41 C45 C50 C51 C32 C47 D0 D0 C8 C21 D0 D0 C67 C63 C62 C66 C69 C64 C61 C74 D0 D0 C10 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C65 C49 C57 C59 C54 C53 C55 C68 D0 D0 C90 C4 C91 C88 C84 C3 C98 C89 C87 S1 C77 D0 D0 C52 C6 D0 D0 C46 C72 D0 D0 C96 C78 D0 D0 C86 C7 C12 C13 C19 S7 D0 D0 C40 C60 C58 C56 C44 C35 C37 S12 D0 D0 S11 S20 D0 D0 C83 C81 C76 C73 C70 C71 S20 D0 D0 C31 S11 C42 S20 C85 D0 D0 C39 S12 C48 D0 D0 C82 C79 C11 C17 C18 S19 D0 D0 C15 C16 C38 S12 D0 D0 C14 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",31757.24712,31758.07997,-0.83284602,Negative,0
32992,D0 C93 C5 C75 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C24 C27 C22 D0 D0 C43 C50 C32 C47 D0 D0 C8 D0 D0 C67 C63 C62 C66 C69 C64 C61 C74 D0 D0 C10 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C65 C49 C57 C59 C53 C54 C55 C68 D0 D0 C91 C88 C84 C3 C98 C89 C90 C4 C87 S1 C77 D0 D0 C72 C96 C78 D0 D0 C86 C7 C12 C13 C19 S7 D0 D0 C46 C40 C60 C58 C56 C44 C35 C37 S12 D0 D0 C6 S11 C52 S20 D0 D0 C83 C81 C76 C73 C70 C71 S20 D0 D0 C31 S11 C51 C45 C42 C41 S20 C85 D0 D0 C39 S12 C48 D0 D0 C82 C79 S19 C11 C17 C18 S19 D0 D0 C15 C14 C16 C38 S12 D0 D0 C92 C21 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",26338.02423,24552.89544,1785.128794,Lot,4
33017,D0 C93 C75 C1 C99 C100 C97 C95 C92 C94 C4 D0 D0 C20 C24 C27 C22 D0 D0 C50 C32 C47 D0 D0 C72 C8 D0 D0 C67 C63 C62 C66 C69 C64 C61 C74 D0 D0 C10 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C21 C29 D0 D0 C65 C57 C59 C53 C54 C55 C49 C68 D0 D0 C88 C84 C3 C98 C7 C89 C90 C77 S1 C87 D0 D0 C86 C91 C2 C12 C14 C16 C13 C19 C15 S7 D0 D0 C46 C40 C60 C58 C56 C44 C35 C37 S12 D0 D0 C6 S11 C52 C43 C96 S20 D0 D0 C83 C81 C76 C73 C70 C71 S20 D0 D0 C31 S11 C51 C45 C42 C41 C78 S20 C85 D0 D0 C39 S12 C48 D0 D0 C82 C79 S19 C5 C11 C17 C18 S19 D0 D0 C30 S12 C38 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",21506.0403,21504.04275,1.997550198,Zero,1
33027,D0 C93 C75 C1 C99 C100 C97 C95 C92 C94 C4 D0 D0 C20 C24 C27 C22 D0 D0 C50 C32 C47 D0 D0 C72 C8 D0 D0 C67 C63 C62 C66 C69 C64 C61 C74 D0 D0 C10 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C21 C29 D0 D0 C65 C57 C59 C53 C54 C55 C49 C68 D0 D0 C88 C84 C3 C98 C7 C89 C90 S1 C77 C87 D0 D0 C86 C91 C2 C12 C14 C16 C13 C18 C19 C15 S7 D0 D0 C46 C40 C60 C58 C56 C44 C35 C37 S11 C6 D0 D0 S11 C52 C43 C96 S20 C85 D0 D0 C81 C76 C79 C73 C70 C71 S20 D0 D0 C31 S11 C51 C45 C42 C41 C78 S20 D0 D0 C39 S12 C48 D0 D0 C83 C82 S19 C5 C11 C17 S19 D0 D0 C30 S12 C38 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",21497.08687,21490.1012,6.985666048,Little,2
33057,D0 C93 C5 C75 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C22 C24 C27 D0 D0 C43 C42 C41 C45 C50 C51 C47 D0 D0 C8 C21 D0 D0 C67 C63 C62 C66 C69 C64 C61 C74 D0 D0 C10 C25 C23 C26 C28 C36 C34 C33 C32 S11 D0 D0 C29 C30 D0 D0 C68 C65 C49 C55 C57 C59 C54 C53 D0 D0 C90 C91 C88 C84 C4 C3 C98 C89 C87 C77 S1 D0 D0 C52 C6 D0 D0 C72 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C12 C13 C17 C19 S7 C9 D0 D0 C44 C40 C60 C58 C56 C35 C37 S12 D0 D0 C83 C81 C73 C70 S20 D0 D0 C31 S11 C48 C76 C71 S20 D0 D0 C18 C39 S12 D0 D0 C82 C79 S19 C11 S19 D0 D0 C15 C16 C38 S12 D0 D0 C14 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",31286.02159,30015.34124,1270.680348,Lot,4
33097,D0 C93 C2 C1 C99 C100 C97 C95 C94 C7 C89 D0 D0 C20 C22 C27 C24 D0 D0 C48 C43 C41 C45 C51 C50 C47 D0 D0 C67 C63 C66 C69 C64 C61 C74 C62 D0 D0 C23 C26 C36 C34 C33 C32 C6 D0 D0 C29 C30 D0 D0 C65 C49 C55 C57 C59 C53 C54 C68 D0 D0 C90 C91 C88 C84 C4 C3 C98 C87 C77 S1 D0 D0 C21 C42 C46 D0 D0 C83 C96 C78 D0 D0 C86 C75 C5 C11 C12 C14 C16 C19 C17 S7 C9 C8 D0 D0 C44 C40 C60 C58 C56 C35 S12 C37 D0 D0 C81 C73 C70 C71 S20 C85 D0 D0 C31 C52 S15 C76 S20 D0 D0 C25 C39 S12 D0 D0 C72 S19 D0 D0 C10 C13 C15 C18 C28 S12 C38 D0 D0 C79 C82 S1 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",22672.2923,22672.22441,0.067882754,Zero,1
33102,D0 C93 C2 C1 C99 C100 C97 C95 C94 C7 C89 D0 D0 C20 C22 C27 C24 D0 D0 C48 C43 C41 C45 C51 C50 C47 D0 D0 C67 C63 C66 C69 C64 C61 C74 C62 D0 D0 C23 C26 C36 C34 C33 C32 C6 D0 D0 C29 C30 D0 D0 C49 C55 C57 C59 C53 C54 C65 C68 D0 D0 C8 C90 C91 C88 C84 C3 C98 C4 C77 S1 D0 D0 C21 C42 C46 D0 D0 C83 C96 C78 D0 D0 C86 C75 C5 C11 C12 C14 C16 C19 C17 S7 C9 D0 D0 C44 C40 C60 C58 C56 C35 S12 C37 D0 D0 C81 C73 C70 C71 S20 C85 D0 D0 C31 C52 S15 C76 S20 D0 D0 C25 C39 S12 D0 D0 C87 C72 D0 D0 C10 C13 C15 C18 C28 S12 C38 D0 D0 C79 C82 S1 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",22670.16516,22670.01211,0.153050584,Zero,1
33107,D0 C93 C2 C1 C99 C100 C97 C95 C94 C7 C89 D0 D0 C20 C22 C27 C24 D0 D0 C48 C43 C41 C45 C51 C50 C47 D0 D0 C67 C63 C66 C69 C64 C61 C74 C62 D0 D0 C23 C26 C36 C34 C33 C32 C6 D0 D0 C29 C30 D0 D0 C49 C55 C57 C59 C53 C54 C65 C68 D0 D0 C8 C90 C91 C84 C3 C98 C4 C88 S1 C77 S1 D0 D0 C21 C42 C46 D0 D0 C83 C96 C78 D0 D0 C86 C75 C5 C11 C12 C14 C16 C19 C17 S7 C9 D0 D0 C44 C40 C60 C58 C56 C35 S12 C37 D0 D0 C81 C73 C70 C71 S20 C85 D0 D0 C31 C52 C76 S20 D0 D0 C25 C39 S12 D0 D0 C87 C72 D0 D0 C10 C13 C15 C18 C28 S12 C38 D0 D0 C79 C82 S1 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",22670.01211,22670.45382,-0.441713973,Negative,0
33177,D0 C93 C5 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C22 C27 D0 D0 C48 C43 C41 C45 C51 C50 C47 D0 D0 C67 C63 C62 C66 C69 C61 C74 C24 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C68 C65 C49 C57 C59 C54 C53 C55 D0 D0 C90 C91 C88 C84 C4 C98 C89 C77 S1 C87 D0 D0 C6 C52 D0 D0 C46 C72 D0 D0 C96 C78 C85 D0 D0 C86 C7 C12 C13 C17 C19 C15 S7 D0 D0 C44 C40 C60 C58 C56 C35 S12 C37 D0 D0 C3 C32 S11 C42 D0 D0 C83 C81 C76 C73 C70 C71 S20 D0 D0 C21 S11 S20 D0 D0 C18 C39 S12 D0 D0 C82 C79 S19 C64 D0 D0 C8 C16 C38 S12 D0 D0 C31 C14 S5 C92 S4 C75 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",25214.79591,25201.84775,12.94815583,Medium,3
33207,D0 C93 C5 C2 C1 C99 C100 C97 C94 C95 D0 D0 C22 C27 D0 D0 C48 C43 C41 C45 C51 C50 C47 D0 D0 C69 C66 C61 C72 C63 C67 C24 C20 D0 D0 C10 C11 C9 C25 C23 C26 C28 C34 C33 S11 D0 D0 C21 C30 D0 D0 C68 C65 C57 C59 C54 C53 C55 C49 C64 D0 D0 C90 C91 C88 C84 C4 C98 C89 C77 S1 C87 D0 D0 C6 C52 D0 D0 C96 C78 C85 D0 D0 C86 C7 C12 C14 C16 C13 C17 C19 S7 C15 S7 D0 D0 C46 C44 C40 C56 C58 C60 C35 S12 C37 D0 D0 C3 C32 S11 C42 D0 D0 C83 C81 C76 C73 C70 C71 S20 D0 D0 C29 S11 C62 S20 D0 D0 C18 C39 S12 D0 D0 C82 C79 S19 C74 D0 D0 C8 C36 S12 C38 D0 D0 C31 S5 C92 C75 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",23946.6514,23943.60531,3.046089808,Little,2
33302,D0 C93 C5 C75 C2 C1 C99 C100 C97 C94 C95 D0 D0 C20 C22 C27 D0 D0 C48 C43 C41 C42 C45 C50 C51 C47 D0 D0 C8 C21 D0 D0 C63 C62 C66 C69 C64 C61 C74 C67 D0 D0 C10 C11 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C65 C49 C55 C57 C59 C54 C53 D0 D0 C91 C88 C84 C4 C98 C89 C90 C87 C77 S1 D0 D0 C72 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C13 C17 C19 S7 C9 D0 D0 C60 C58 C56 C44 D0 D0 C32 S11 C52 D0 D0 C83 C81 C76 C79 C73 C70 C71 S20 D0 D0 C24 S11 S20 D0 D0 C39 C37 C6 D0 D0 C31 C82 S1 S19 D0 D0 C15 C12 C14 C16 C18 C38 S12 C35 D0 D0 S15 C40 C68 C3 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",27742.41469,27704.50844,37.90625147,Medium,3
33347,D0 C93 C5 C2 C1 C99 C100 C97 C94 C95 D0 D0 C20 C27 C22 D0 D0 C48 C43 C41 C42 C45 C51 C50 C47 D0 D0 C8 C21 D0 D0 C63 C66 C69 C64 C61 C74 C62 C67 D0 D0 C10 C11 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C30 C29 C24 D0 D0 C65 C49 C57 C59 C54 C53 C55 D0 D0 C91 C88 C84 C4 C98 C89 C90 C87 C77 S1 D0 D0 C72 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C13 C17 C15 S7 C9 D0 D0 C60 C58 C56 D0 D0 C32 S11 C52 D0 D0 C81 C76 C79 C73 C70 C71 S20 D0 D0 S11 S20 D0 D0 C39 C37 C6 D0 D0 C31 C83 C82 S1 S19 D0 D0 C12 C14 C16 C19 C18 C38 S12 C35 D0 D0 C44 C40 C68 C3 C92 S4 C75 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",27205.30587,26897.25085,308.0550291,Lot,4
33403,D0 C20 C21 D0 D0 C48 C65 C61 C72 D0 D0 C10 C17 C19 C15 C25 C27 D0 D0 C52 C33 C37 C39 D0 D0 C86 C7 C99 C3 C78 S16 C53 C54 C68 D0 D0 C18 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",5842.678005,5086.736964,755.9410418,Lot,4
33408,D0 C20 C21 D0 D0 C48 C65 C61 C72 D0 D0 C10 C15 C19 C17 C25 C27 D0 D0 C52 C33 C37 C39 D0 D0 C86 C7 C99 C3 C78 S16 C53 C54 C68 D0 D0 C18 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",5086.736964,5085.532813,1.204150942,Zero,1
33421,D0 C20 C21 D0 D0 C68 C65 C61 C72 D0 D0 C10 C15 C19 C17 C25 C27 D0 D0 C52 C33 C37 C39 D0 D0 C86 C7 C99 C3 C78 S16 C53 C54 C48 D0 D0 C18 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",5087.914546,5085.124525,2.790020686,Little,2
33434,D0 C20 C21 D0 D0 C48 C65 C61 C72 D0 D0 C10 C25 D0 D0 C52 C33 C37 C39 D0 D0 C3 C7 C99 C86 C78 S16 C53 C54 C68 D0 D0 C27 C18 C19 C17 D0 D0 C15 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",5654.206021,5654.058521,0.147499764,Zero,1
33502,D0 C93 C5 C75 C1 C99 C98 C3 C78 S20 C85 D0 D0 C27 C20 D0 D0 C67 C64 C45 C46 C42 C43 C29 C24 D0 D0 C9 C12 C17 C26 C28 S10 C22 D0 D0 C21 C10 D0 D0 C7 C83 C81 S20 C77 D0 D0 C6 C32 D0 D0 C63 C61 C49 C54 C60 C35 C38 C37 S12 C33 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C52 C68 D0 D0 C76 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",13975.52927,13977.80073,-2.271461129,Negative,0
33507,D0 C93 C5 C75 C1 C99 C98 C3 C78 S20 C85 D0 D0 C27 C20 D0 D0 C67 C61 C64 C45 C46 C42 C29 C24 D0 D0 C9 C12 C17 C26 S10 C28 C22 D0 D0 C21 C10 D0 D0 C7 C83 C81 S20 C77 D0 D0 C6 C32 D0 D0 C49 C54 C60 C35 C38 C37 S12 C33 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C52 C43 C68 D0 D0 C63 C76 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",13976.99238,13977.53258,-0.54019898,Negative,0
33512,D0 C93 C5 C75 C1 C99 C98 C3 C78 S20 C85 D0 D0 C20 C27 D0 D0 C67 C61 C64 C45 C46 C42 C29 C24 D0 D0 C10 C9 C12 C17 C26 S10 C28 C22 D0 D0 C21 D0 D0 C7 C83 C81 S20 C77 D0 D0 C6 C32 D0 D0 C49 C54 C60 C35 C38 C37 S12 C33 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C52 C43 C68 D0 D0 C63 C76 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",13977.53258,13971.62059,5.911994372,Little,2
33537,D0 C93 C5 C75 C1 C99 C98 C3 C78 S20 C77 D0 D0 C24 C27 C21 D0 D0 C67 C61 C64 C68 C45 C46 C42 C29 D0 D0 C10 C9 C12 C17 C26 S10 C28 C22 C20 D0 D0 C7 C83 C81 S20 C85 D0 D0 C6 C32 D0 D0 C49 C54 C60 C35 C38 C37 S12 C33 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C52 C43 D0 D0 C63 C79 C70 C71 C76 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",12756.35274,12756.63721,-0.284473742,Negative,0
33542,D0 C93 C5 C75 C1 C99 C98 C3 C78 S20 C77 D0 D0 C20 C24 C27 C21 D0 D0 C67 C61 C64 C68 C45 C42 C29 D0 D0 C10 C9 C12 C17 C26 S10 C28 C22 D0 D0 C7 C83 C81 S20 C85 D0 D0 C6 C32 D0 D0 C46 C49 C54 C60 C35 S12 C38 C37 C33 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C52 C43 D0 D0 C63 C79 C70 C71 C76 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",12756.23565,12753.96419,2.271461129,Little,2
33557,D0 C93 C75 C1 C99 C98 C3 C77 C78 C85 S20 D0 D0 C20 C24 C27 D0 D0 C21 D0 D0 C67 C63 C64 C68 C42 C43 C49 D0 D0 C5 C9 C17 C12 C26 C28 S10 D0 D0 C10 C29 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 C71 S20 D0 D0 C32 C33 C37 C35 D0 D0 C54 C60 C38 S9 C22 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C46 C61 D0 D0 C79 C70 C45 S20 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",19073.24896,18957.33695,115.9120062,Lot,4
33682,D0 C5 C75 C1 C99 C98 C3 C77 S20 C78 D0 D0 C22 C27 D0 D0 C63 C64 C21 D0 D0 C93 C10 C9 C12 C17 C26 S10 C28 D0 D0 C43 C52 C6 D0 D0 C7 C83 C81 C76 S20 C85 D0 D0 C32 C35 C37 C33 D0 D0 C67 C68 C46 C49 C54 C60 S13 C29 C24 C20 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 C38 D0 D0 C42 C45 C61 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",14769.62911,13975.56018,794.0689328,Lot,4
33692,D0 C5 C75 C1 C99 C98 C7 C3 C85 S20 D0 D0 C27 C22 D0 D0 C67 C63 C64 C21 D0 D0 C93 C10 C9 C12 C17 C26 S10 C28 D0 D0 C43 C52 C6 D0 D0 C83 C78 C81 C76 S20 C77 D0 D0 C32 C35 C37 C33 D0 D0 C68 C49 C54 C60 C46 S13 C29 C24 C20 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 C38 D0 D0 C42 C45 C61 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",13962.23047,13961.95845,0.272025599,Zero,1
33916,D0 C93 C75 C1 C99 C98 C3 C77 C78 S20 C85 D0 D0 C20 C27 D0 D0 C63 C68 C42 C43 C21 D0 D0 C5 C9 C17 C12 C26 C28 S10 C22 D0 D0 C10 C29 C24 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 S20 D0 D0 C32 C33 C37 C35 D0 D0 C54 C60 C39 S15 D0 D0 C38 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C45 C46 C49 D0 D0 C67 C64 C61 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",15256.55247,15222.93866,33.61380756,Medium,3
33921,D0 C93 C75 C1 C99 C98 C3 C77 S20 C85 D0 D0 C20 C27 D0 D0 C63 C68 C42 C43 C21 D0 D0 C5 C9 C17 C12 C26 C28 S10 C22 D0 D0 C10 C29 C24 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 S20 C78 D0 D0 C32 C33 C37 D0 D0 C54 C60 C39 S15 D0 D0 C38 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C35 C45 C46 C49 D0 D0 C67 C64 C61 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",15221.10534,15220.76637,0.338976455,Zero,1
34025,D0 C93 C75 C1 C99 C98 C7 C3 C85 S20 D0 D0 C22 C27 D0 D0 C67 C63 C68 C20 C21 D0 D0 C5 C10 C9 C12 C17 C26 S10 C28 D0 D0 C24 C29 D0 D0 C43 C45 C52 C6 D0 D0 C83 C78 C81 C76 S20 C77 D0 D0 C32 C33 C37 D0 D0 C42 C46 C54 C60 S14 C38 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C35 D0 D0 C64 C61 C49 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",15188.29336,15185.58738,2.705980026,Little,2
34055,D0 C75 C93 C1 C99 C98 C7 C3 C83 C78 S20 C77 D0 D0 C20 C22 C27 D0 D0 C21 D0 D0 C67 C61 C43 C45 C49 D0 D0 C5 C9 C17 C12 C26 S10 C28 D0 D0 C10 C29 C24 D0 D0 C52 C6 D0 D0 C32 C33 C37 D0 D0 C42 C68 C46 C54 C60 S14 C38 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 S12 C35 D0 D0 C63 C64 C81 C79 C70 C71 C76 S20 C85 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",16897.3599,16899.11392,-1.75401741,Negative,0
34065,D0 C93 C75 C1 C99 C98 C7 C3 C83 C78 S20 C77 D0 D0 C20 C27 D0 D0 C67 C63 C61 C49 C46 C45 C42 C21 D0 D0 C5 C9 C17 C12 C26 S10 C28 C22 D0 D0 C10 C29 C24 D0 D0 C43 C52 C6 D0 D0 C32 C37 D0 D0 C68 C54 C60 S14 C38 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 C35 C33 D0 D0 C64 C81 C79 C70 C71 C76 S20 C85 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",13956.33071,13956.74606,-0.415349465,Negative,0
34150,D0 C21 C93 C75 C1 C99 C98 C3 C77 C78 S20 C85 D0 D0 C20 C24 C27 D0 D0 C63 C64 C68 C43 C45 C46 D0 D0 C5 C9 C17 C12 C26 C28 S10 C22 D0 D0 C10 C29 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 S20 D0 D0 C32 C35 C37 D0 D0 C42 C49 C54 C60 C38 S12 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 C33 D0 D0 C67 C79 C61 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",17434.15876,17037.37465,396.784107,Lot,4
34155,D0 C93 C75 C1 C99 C98 C3 C77 C78 S20 C85 D0 D0 C20 C27 D0 D0 C64 C68 C45 C46 C43 C21 D0 D0 C5 C9 C17 C12 C26 C28 S10 C22 D0 D0 C10 C29 C24 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 S20 D0 D0 C32 C35 C37 D0 D0 C42 C49 C54 C60 S14 C38 D0 D0 C39 S12 S12 S12 S12 S12 S12 S12 S12 S12 C33 D0 D0 C67 C63 C79 C61 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",15239.78729,15235.50863,4.278664333,Little,2
34165,D0 C93 C75 C1 C99 C98 C3 C77 C78 S20 C85 D0 D0 C61 C64 C68 C45 C46 C42 C43 C21 D0 D0 C5 C10 C9 C12 C17 C26 C28 S9 C22 D0 D0 C20 C29 C24 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 S20 D0 D0 C32 C35 C37 D0 D0 C49 C60 C54 S14 C38 D0 D0 C27 C39 S12 S12 S12 S12 S12 S12 S12 S12 C33 D0 D0 C67 C63 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",15198.20139,13982.99059,1215.210804,Lot,4
34170,D0 C93 C75 C1 C99 C98 C3 C77 S20 C85 D0 D0 C61 C64 C68 C46 C42 C43 C20 C21 D0 D0 C5 C10 C9 C12 C17 C26 C28 S9 C22 D0 D0 C52 C6 D0 D0 C7 C83 C81 C76 S20 C78 D0 D0 C35 C37 C32 D0 D0 C45 C49 C54 C60 S14 C38 C24 D0 D0 C27 C29 C39 S12 S12 S12 S12 S12 S12 S12 C33 D0 D0 C67 C63 C79 C70 C71 S20 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",12768.20862,12763.34415,4.864468957,Little,2
